Date,From,Subject,Year,Month
2025-09-25 15:30:05+00:00,"""Kuku Courses"" <news@kukucourses.com>","=?UTF-8?B?V2F0Y2ggTmV3IFNsYWNrIEZyZWVlIA==?=
 =?UTF-8?B?Q291cnNlLCBBS1NIQVlBIEIgUyDwn46l?=",2025,9
2025-09-08 11:41:18+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>",Work Smarter with AI Tools - Not Harder,2025,9
2025-10-19 07:27:22+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>","Full Stack Developer Program with GenAI - ChatGPT, Copilot & Microsoft Certification",2025,10
2025-09-04 13:38:19+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>","=?utf-8?B?WW91ciBOZXh0IFNraWxsIGlzIEp1c3QgYSBDbGljayBBd2F5IA==?=
	=?utf-8?B?8J+Rhw==?=",2025,9
2025-08-29 02:53:17+00:00,LeetCode <no-reply@leetcode.com>,LeetCode Weekly Digest,2025,8
2025-09-13 18:08:23+00:00,"""WordPress.com"" <welcome@wordpress.com>",=?UTF-8?B?U2F5IGhlbGxvIHRvIGludGVncmF0aW9ucyDwn5GL?=,2025,9
2025-08-30 12:45:41+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-08-30 12:31:08+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-09-06 12:45:57+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,9
2025-09-06 12:31:05+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,9
2025-09-26 06:32:05+00:00,GitHub <noreply@github.com>,"=?UTF-8?Q?GitHub_Copilot:_What=E2=80=99s_in_your_free_plan?=
 =?UTF-8?Q?_=F0=9F=A4=96?=",2025,9
2025-12-19 12:53:44+00:00,Jia from Unstop <noreply@dare2compete.news>,=?utf-8?q?=5BCongrats=5D_Microsoft_wants_you=2C_Akshaya=C2=A0-_Your_profile_is_a_match!?=,2025,12
2025-09-01 15:09:02+00:00,"""Coursera"" <no-reply@t.mail.coursera.org>",Action Required: Please confirm your email,2025,9
2025-10-02 06:15:26+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>",Become a Blockchain Expert with IIT Kanpur - Apply for the 4-Month Professional Program,2025,10
2025-10-15 06:22:27+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>",Become a GenAI-Powered Full-Stack Developer - Microsoft Certified | AI Full-Stack Program,2025,10
2025-09-27 16:07:26+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>","=?utf-8?B?VGhlIENsb2NrIGlzIFRpY2tpbmc6IE9ubHkgYSBGZXcgU3BvdHMg?=
	=?utf-8?B?TGVmdCDijJs=?=",2025,9
2025-08-28 05:13:21+00:00,LeetCode <no-reply@leetcode.com>,"Akshaya-B-S, Join Your First Contest and Win 200 LeetCoins!",2025,8
2025-08-31 12:45:36+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-08-31 12:30:39+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-09-18 16:23:28+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>",From Theory to Real-World Application,2025,9
2025-12-23 13:48:40+00:00,Team Unstop <noreply@dare2compete.news>,=?utf-8?q?=5BFinal_Call=5D_Jindal_Steels_is_hiring?=,2025,12
2025-10-25 06:06:21+00:00,"""Purdue University Online"" <updates@simplilearnmailer.com>","=?utf-8?B?R2FpbiBleHBvc3VyZSB0byBDaGF0R1BULCBPcGVuQUksIERBTEw=?=
	=?utf-8?B?wrdFLCBIdWdnaW5nIEZhY2UsIGFuZCBtb3JlIGluIFB1cmR1ZeKAmXMgQXBw?=
	=?utf-8?B?bGllZCBHZW4gQUkgU3BlY2lhbGl6YXRpb24=?=",2025,10
2025-09-04 14:18:17+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>",Learn From ML Expert Jerome Benton Live,2025,9
2025-09-06 11:57:09+00:00,"""Vanya Reddy"" <vanya@newsletters.analyticsvidhya.com>",Your competitors are mastering AI - What about you?,2025,9
2025-09-01 15:12:50+00:00,Codecademy <info@itr.info.codecademy.com>,Please verify your email address,2025,9
2025-08-25 10:07:00+00:00,GeeksforGeeks <no-reply@geeksforgeeks.org>,21 Projects. 21 Days. Get Refunded. Game on?,2025,8
2025-08-29 16:20:19+00:00,Freepik <noreply@freepik.com>,=?utf-8?Q?Welcome=20to=20freepik?=,2025,8
2025-09-03 12:45:42+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,9
2025-09-03 12:30:59+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,9
2025-09-13 05:52:13+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>","Get AI-Ready: Learn Cyber Defense with Metasploit, Wireshark & More in IITK Cybersecurity Program",2025,9
2025-09-02 14:38:18+00:00,Kaggle <no-reply@kaggle.com>,"=?UTF-8?Q?=F0=9F=93=8C_Mark_Your_Calendar=3A_5=2DDay_AI_Agents_Intensive_C?=
	=?UTF-8?Q?ourse_With_Google?=",2025,9
2025-09-01 17:13:12+00:00,Google One <googleone-updates-noreply@google.com>,=?UTF-8?Q?You=E2=80=99ve_canceled_your_Google_AI_Pro_plan?=,2025,9
2025-08-23 15:40:56+00:00,Microsoft 365 Developer Program <m365dev@microsoft.com>,"You have linked your GitHub account to your Microsoft 365 Developer
 Program profile",2025,8
2025-09-11 21:47:06+00:00,"""Coursera"" <Coursera@m.learn.coursera.org>",Interested in becoming a data analyst?,2025,9
2025-09-11 20:58:07+00:00,LeetCode <no-reply@leetcode.com>,LeetCode Weekly Digest,2025,9
2025-08-23 15:41:45+00:00,Microsoft 365 Developer Program <m365dev@microsoft.com>,"Important information about your Microsoft 365 Developer Program
 membership: Updated profile",2025,8
2025-08-23 15:38:50+00:00,Microsoft 365 Developer Program <m365dev@microsoft.com>,"Important information about your Microsoft 365 Developer Program
 membership: Updated profile",2025,8
2025-08-23 15:37:43+00:00,Microsoft 365 Developer Program <m365dev@microsoft.com>,"Important information about your Microsoft 365 Developer Program
 membership: Updated profile",2025,8
2025-08-23 15:36:45+00:00,Microsoft 365 Developer Program <m365dev@microsoft.com>,"Important information about your Microsoft 365 Developer Program
 membership: Updated profile",2025,8
2025-08-23 14:07:13+00:00,Microsoft 365 Developer Program <m365dev@microsoft.com>,"Important information about your Microsoft 365 Developer Program
 membership: Updated profile",2025,8
2025-08-19 03:59:44+00:00,"""Merlin Sheeba (Classroom)"" <no-reply@classroom.google.com>","New assignment: ""UNIT 1 - QUIZ""",2025,8
2025-08-29 12:00:45+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-08-29 11:46:15+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-09-08 18:29:19+00:00,"""WordPress.com"" <hello@wordpress.com>",=?UTF-8?B?8J+PhiBDb25ncmF0dWxhdGlvbnMgb24geW91ciBmaXJzdCBwb3N0IQ==?=,2025,9
2025-08-27 13:00:31+00:00,Google Play <googleplay-noreply@google.com>,"Your Google Play Order Receipt from Aug 27, 2025",2025,8
2025-10-30 14:10:23+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>","=?utf-8?B?WW91ciBOZXh0IFNraWxsIGlzIEp1c3QgYSBDbGljayBBd2F5IA==?=
	=?utf-8?B?8J+Rhw==?=",2025,10
2025-09-06 13:18:46+00:00,Codecademy <learn@itr.mail.codecademy.com>,Measure your progress like never before,2025,9
2025-09-01 15:09:41+00:00,"""Coursera"" <Coursera@m.learn.coursera.org>","=?utf-8?B?WW914oCZcmUgaW4sIEFrc2hheWEhIENob29zZSB5b3VyIGZpcnN0?=
	=?utf-8?B?IGNvdXJzZS4=?=",2025,9
2025-08-20 12:45:44+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-08-20 12:30:47+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-08-27 13:00:16+00:00,Google Payments <payments-noreply@google.com>,Google: Update your tax info,2025,8
2025-08-27 12:58:47+00:00,Google Payments <payments-noreply@google.com>,Google: Update your tax info,2025,8
2025-08-14 08:47:26+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>","=?utf-8?B?VGhpcyBBSSBXZWJpbmFyIElzIExlZCBieSBTb21lb25lIFdobw==?=
	=?utf-8?B?4oCZcyBCdWlsdCBJdCBBbGw=?=",2025,8
2025-08-16 12:45:37+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-08-16 12:30:57+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-09-02 15:17:50+00:00,Codecademy <learn@itr.mail.codecademy.com>,=?UTF-8?q?What=E2=80=99s_your_programming_personality=3F?=,2025,9
2025-08-22 12:00:53+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-08-22 11:46:04+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-09-07 12:45:42+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,9
2025-09-07 12:30:39+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,9
2025-09-04 21:46:48+00:00,LeetCode <no-reply@leetcode.com>,LeetCode Weekly Digest,2025,9
2025-08-28 13:55:21+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>",=?utf-8?B?TmV3IENvdXJzZSwgTmV3IFlvdSDwn5GH?=,2025,8
2025-08-21 02:17:14+00:00,LeetCode <no-reply@leetcode.com>,"Akshaya-B-S, Join Your First Contest and Win 200 LeetCoins!",2025,8
2026-01-08 13:05:09+00:00,Internshala <student@internshala.com>,"=?UTF-8?Q?=F0=9F=A4=A9=20Akshaya,=20your=202nd=20coin=20is=20ready=20to?= =?UTF-8?Q?=20be=20found!?=",2026,1
2025-09-05 21:46:40+00:00,"""Coursera"" <Coursera@m.learn.coursera.org>",Finish a course in just 8 hours ,2025,9
2025-08-22 05:46:32+00:00,NPTEL <onlinecourses@nptel.iitm.ac.in>,"=?UTF-8?Q?July_2025_Exam_Registration_Deadline_=2D_Aug_22=2C_2025_?=
	=?UTF-8?Q?=2D_5=3A00_PM_=5B12_week_courses=5D_=E2=80=93_Last_day_to_Register=21?=",2025,8
2025-09-04 15:17:53+00:00,Codecademy <learn@itr.mail.codecademy.com>,=?UTF-8?q?Don=E2=80=99t_go_it_alone?=,2025,9
2025-09-22 21:48:25+00:00,"""Coursera"" <Coursera@m.learn.coursera.org>","Learn from Google, IBM, Meta, and more",2025,9
2025-09-03 22:01:01+00:00,Codecademy <learn@itr.mail.codecademy.com>,September newsletter: Change the way you learn,2025,9
2025-09-07 04:19:47+00:00,"""Microsoft Copilot"" <Copilot@infomails.microsoft.com>",=?windows-1252?Q?You=92re_in!_Let=92s_make_Copilot_work_for_you?=,2025,9
2025-08-12 09:19:16+00:00,004 Akshaya B S <aksh31036@gmail.com>,,2025,8
2025-08-31 14:18:24+00:00,Google Play <googleplay-noreply@google.com>,Your Google One subscription will be cancelled,2025,8
2025-09-11 13:18:16+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>",=?utf-8?B?TmV3IENvdXJzZSwgTmV3IFlvdSDwn5GH?=,2025,9
2025-09-03 21:45:58+00:00,"""Coursera"" <Coursera@m.learn.coursera.org>",Courses you can complete in 8 hours or less,2025,9
2025-09-10 18:36:47+00:00,"""WordPress.com"" <help@wordpress.com>",=?UTF-8?B?WW91ciB1cGdyYWRlZCB3ZWJzaXRl4oCZcyB3aXRoaW4gcmVhY2g=?=,2025,9
2025-09-14 18:08:33+00:00,"""WordPress.com"" <welcome@wordpress.com>",Generate income with WordAds.,2025,9
2025-08-19 04:09:06+00:00,"""Merlin Sheeba (Classroom)"" <no-reply@classroom.google.com>","New material: ""UI Principles""",2025,8
2026-01-06 13:30:50+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2026,1
2026-01-06 13:15:55+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2026,1
2025-09-09 18:34:15+00:00,"""WordPress.com"" <help@wordpress.com>",You could be the proud owner of a unique site by now,2025,9
2025-09-09 13:38:25+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>",Looking for another course?,2025,9
2025-08-14 20:21:05+00:00,Google Gemini <google-gemini-noreply@google.com>,Important updates in Gemini Apps,2025,8
2025-08-22 08:18:51+00:00,LeetCode <no-reply@leetcode.com>,LeetCode Weekly Digest,2025,8
2025-09-18 19:36:06+00:00,LeetCode <no-reply@leetcode.com>,LeetCode Weekly Digest,2025,9
2025-08-19 14:02:28+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>","=?utf-8?B?8J+SqiBLZWVwIHRoZSBNb21lbnR1bSBHb2luZyDigJMgWW91ciBO?=
	=?utf-8?B?ZXh0IFNraWxsdXAgQ291cnNlIGlzIFJlYWR5?=",2025,8
2025-09-22 15:45:49+00:00,Kaggle <no-reply@kaggle.com>,Competition Launch: MABe Challenge - Social Action Recognition in Mice,2025,9
2025-08-13 20:32:15+00:00,=?UTF-8?B?TGlua2VkSW4=?= <linkedin@e.linkedin.com>,"Akshaya, your profile is getting hits",2025,8
2025-08-13 04:17:16+00:00,NPTEL <onlinecourses@nptel.iitm.ac.in>,"REMINDER: EXAM REGISTRATION FOR JULY 2025 -Set 1 - 12 week [Last 3
 days Left] - Register Today!!",2025,8
2025-08-23 12:53:04+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-08-23 12:45:43+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-08-23 12:30:50+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-12-05 03:02:29+00:00,support@hackerearth.com,"004, the only way to improve your coding skills is to practice.",2025,12
2025-08-07 20:44:58+00:00,LeetCode <no-reply@leetcode.com>,LeetCode Weekly Digest,2025,8
2025-08-06 12:45:49+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-08-06 12:30:49+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-08-06 15:14:56+00:00,LeetCode <no-reply@leetcode.com>,[LeetCode] Password Reset E-mail,2025,8
2025-08-12 18:06:27+00:00,Kaggle <no-reply@kaggle.com>,Competition Launch: BigQuery AI - Building the Future of Data,2025,8
2025-08-15 12:44:09+00:00,NPTEL <onlinecourses@nptel.iitm.ac.in>,"=?UTF-8?Q?July_2025_Exam_Registration_Extended_till_Aug_18=2C_20?=
	=?UTF-8?Q?25_=5B12=2Dweek_courses=5D_=2D_5=3A00PM_=E2=80=93_Only_3_Days_Left=21?=",2025,8
2025-11-25 11:56:19+00:00,OPERATIONS SKILL INTERN <operation@skillintern.in>,=?UTF-8?Q?=F0=9F=93=A2_Class_Alert=3A_FSWD_Class_at_6=3A00pm?=,2025,11
2025-09-04 06:14:34+00:00,LeetCode <no-reply@leetcode.com>,"Akshaya-B-S, Join Your First Contest and Win 200 LeetCoins!",2025,9
2025-09-01 13:36:24+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>",Can You Balance ML Learning With Your Career?,2025,9
2025-08-19 04:51:34+00:00,"""Merlin Sheeba (Classroom)"" <no-reply@classroom.google.com>","New assignment: ""Brainstorming and Game storming""",2025,8
2025-08-23 14:33:36+00:00,Microsoft 365 Developer Program <m365dev@microsoft.com>,"Welcome to the Microsoft 365 Developer Program - please take the next
 step!",2025,8
2025-09-09 06:37:43+00:00,GitHub <noreply@github.com>,[GitHub] Please verify your device,2025,9
2025-08-11 05:27:50+00:00,"""Merlin Sheeba (Classroom)"" <no-reply@classroom.google.com>","New material: ""DESIGN PRINCIPLES OF UI""",2025,8
2025-08-12 13:38:31+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>",Looking for another course?,2025,8
2025-08-17 12:45:43+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-08-17 12:30:38+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-08-05 13:12:22+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>",Learn Game Development With Copilot,2025,8
2025-09-03 13:22:54+00:00,Google Play <googleplay-noreply@google.com>,You subscribed to Google One,2025,9
2025-08-27 13:00:36+00:00,Google One <googleone-noreply@google.com>,"Welcome, you now have the Google AI Pro plan",2025,8
2025-09-05 12:01:14+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,9
2025-09-05 11:46:03+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,9
2025-09-12 01:12:39+00:00,"""Vanya Reddy"" <vanya@newsletters.analyticsvidhya.com>",Level Up With AI Projects That Matter,2025,9
2025-07-25 11:17:17+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>",GPT Hacks for Resumes & Interviews Webinar Tomorrow.,2025,7
2025-08-23 14:00:09+00:00,"Microsoft account team
	<account-security-noreply@accountprotection.microsoft.com>",Your single-use code,2025,8
2025-08-23 13:46:33+00:00,"Microsoft account team
	<account-security-noreply@accountprotection.microsoft.com>",Your single-use code,2025,8
2025-09-06 06:05:07+00:00,Codecademy <learn@itr.mail.codecademy.com>,Are you ready for the next step?,2025,9
2025-08-07 04:18:00+00:00,LeetCode <no-reply@leetcode.com>,"Akshaya-B-S, Join Your First Contest and Win 200 LeetCoins!",2025,8
2025-08-23 15:38:35+00:00,GitHub <noreply@github.com>,[GitHub] A Google identity was just linked to your GitHub account.,2025,8
2025-07-23 12:45:43+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,7
2025-07-23 12:30:50+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,7
2025-07-28 16:47:51+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>",=?utf-8?B?TGV04oCZcyBCdWlsZCBhIEdhbWUgV2l0aCBDb3BpbG90Pw==?=,2025,7
2025-12-15 11:50:26+00:00,"""WordPress.com"" <hello@wordpress.com>",=?UTF-8?B?WW91ciDigrkxMjggcGxhbiBpbmNsdWRlcyBhIGZyZWUgZG9tYWluIG5hbWU=?=,2025,12
2025-09-07 06:05:08+00:00,Codecademy <learn@itr.mail.codecademy.com>,Pradeep's journey to a new career,2025,9
2025-08-07 06:21:50+00:00,"""Merlin Sheeba (Classroom)"" <no-reply@classroom.google.com>","New material: ""Sample Record""",2025,8
2025-07-24 02:53:57+00:00,Google <no-reply@google.com>,"=?UTF-8?Q?=E2=9C=85_004_Akshaya=2C_finish_setting_up_your_Android_devi?=
	=?UTF-8?Q?ce_with_Google?=",2025,7
2025-07-21 15:46:31+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>",Roopam Chopra Breaks Down What ML Engineers Do,2025,7
2025-08-13 12:45:41+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-08-13 12:31:00+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-07-30 12:45:35+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,7
2025-07-30 12:30:52+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,7
2025-08-09 12:45:40+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-08-09 12:30:50+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-12-29 16:50:45+00:00,Codecademy <learn@itr.mail.codecademy.com>,=?UTF-8?q?Sale_extended_=E2=80=94_50%_off_Pro?=,2025,12
2025-07-24 15:22:55+00:00,=?UTF-8?B?TGlua2VkSW4=?= <linkedin@e.linkedin.com>,Turn on Corizo job alerts.,2025,7
2025-07-11 12:00:40+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,7
2025-07-25 12:00:54+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,7
2025-07-25 11:49:43+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,7
2025-09-08 18:02:24+00:00,"""WordPress.com"" <welcome@wordpress.com>",=?UTF-8?B?V2VsY29tZSB0byBXb3JkUHJlc3MuY29t4oCUbGV04oCZcyBidWlsZCB5b3VyIHNpdGU=?=,2025,9
2025-07-11 11:59:19+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>","=?utf-8?B?RmluYWwgQ2FsbCAtIFN1cGVyY2hhcmdlIFlvdXIgQ2FyZWVyIHdp?=
	=?utf-8?B?dGggR2VuIEFJIC0gV2ViaW5hciBUb21vcnJvdyDwn5SU?=",2025,7
2025-07-31 13:45:24+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>",=?utf-8?B?TmV3IENvdXJzZSwgTmV3IFlvdSDwn5GH?=,2025,7
2025-08-18 10:11:24+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>",Your Guide to Scalable AI With IIT Delhi Is Going Live,2025,8
2025-07-23 12:49:18+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>",Join Our Exclusive GPT for Job Interviews Preview Webinar,2025,7
2025-08-01 12:00:37+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-08-01 11:46:00+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-07-24 13:44:25+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>","=?utf-8?B?WW91ciBOZXh0IFNraWxsIGlzIEp1c3QgYSBDbGljayBBd2F5IA==?=
	=?utf-8?B?8J+Rhw==?=",2025,7
2025-07-09 15:58:32+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>",Mundane Tasks Piling up? Learn Automation in 30 Minutes,2025,7
2025-06-25 11:34:28+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>","=?utf-8?B?U2ltcGxpTWVudG9yIGlzIGxpdmUuIEl04oCZcyBsaWtlIENoYXRH?=
	=?utf-8?B?UFQsIGJ1dCBmb3IgeW91ciBjYXJlZXIu?=",2025,6
2025-08-08 12:00:40+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-08-08 11:46:05+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,8
2025-10-27 16:23:11+00:00,Codecademy <learn@itr.mail.codecademy.com>,Get 50% off a year of Pro,2025,10
2026-01-14 21:58:56+00:00,Jobright <support@jobright.ai>,Apply 10x faster to job applications with Autofill!,2026,1
2025-07-12 12:45:51+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,7
2025-07-12 12:30:48+00:00,SKILL INTERN | INSPIRE AI <noreply@nrichlearning.com>,=?UTF-8?Q?=F0=9F=97=93_Class_Scheduled_Alert!_?=,2025,7
2025-08-14 20:04:44+00:00,LeetCode <no-reply@leetcode.com>,LeetCode Weekly Digest,2025,8
2025-07-30 13:49:24+00:00,"""Simplilearn Webinars "" <updates@simplilearnmailer.com>",=?utf-8?B?TGV04oCZcyBCdWlsZCBhIEdhbWUgV2l0aCBDb3BpbG90Pw==?=,2025,7
2025-08-13 15:30:05+00:00,=?UTF-8?B?TGlua2VkSW4=?= <linkedin@e.linkedin.com>,Be first to hear about new openings,2025,8
2025-07-06 06:45:15+00:00,"""Simplilearn"" <updates@simplilearnmailer.com>",Career Confused? Let SimpliMentor Build Your Roadmap,2025,7
2025-12-30 05:30:41+00:00,Vinay from Internshala <student@internshala.com>,"=?UTF-8?Q?=E2=9A=A0=EF=B8=8F=20Urgent:=20Akshaya,=20direct=20entry=20to?= =?UTF-8?Q?=20the=20ISP=20program=20expires=20in=20a=20few=20hours!?=",2025,12
2025-07-24 17:52:08+00:00,pradeeksha@corizo.work,"=?UTF-8?Q?Dear_Akshaya_B_S_Call_for_Wipro=27s_Nationwide_Interns?=
	=?UTF-8?Q?hip_and_Placement_Mentorship_program=E2=80=93_Limited_Seats_Availa?=
	=?UTF-8?Q?ble=21_=2D_Government_College_of_engineering_Tirunelveli_=2E?=",2025,7
